csv_line_id,element_id,thematic_surface,parent_id,element_gml_id,has_holes,related_to,geometry_wkt,construction_gmlid
122,105,external,100,b16e42b4-c82a-4ed0-96b3-69d1ebf7f15d,False,[],"MULTIPOLYGON Z (((-31.413 13.875 3.052, -31.413 13.875 6.657, -31.343 6.733 6.657, -31.343 6.733 3.052, -31.413 13.875 3.052)))",LayeredConstr_id_0114
123,106,external,100,198df7e0-aba5-4216-9ada-0840fac623e0,False,[],"MULTIPOLYGON Z (((-31.343 6.733 6.657, -38.812 6.622 6.657, -38.812 6.622 3.052, -31.343 6.733 3.052, -31.343 6.733 6.657)))",LayeredConstr_id_0116
124,106,external_with_hole,100,198df7e0-aba5-4216-9ada-0840fac623e0,True,[],"MULTIPOLYGON Z (((-38.812 6.622000000000001 6.657, -38.812 6.622000000000001 3.052, -31.343 6.7330000000000005 3.052, -31.343 6.7330000000000005 6.657, -38.812 6.622000000000001 6.657), (-38.62199738008063 6.624823710109928 4.53, -31.71300744797125 6.72750116123647 4.53, -31.71300744797125 6.72750116123647 5.865, -38.62199738008063 6.624823710109928 5.865, -38.62199738008063 6.624823710109928 4.53)))",LayeredConstr_id_0116
125,109,ceiling,100,914ae058-50b4-4bda-8455-8fcd47d095e8,False,[],"MULTIPOLYGON Z (((-38.812 6.622 6.657, -31.343 6.733 6.657, -31.413 13.875 6.657, -31.419 14.435 6.657, -38.922 14.296 6.657, -38.812 6.622 6.657)))",LayeredConstr_id_0108
126,108,floor,100,37e51e71-f028-4be0-8dff-c0e71c1af754,False,[],"MULTIPOLYGON Z (((-38.812 6.622 3.052, -38.922 14.296 3.052, -31.419 14.435 3.052, -31.413 13.875 3.052, -31.343 6.733 3.052, -38.812 6.622 3.052)))",LayeredConstr_id_0109
127,103,door,102,ed2a6486-906c-4474-a847-5064f3f871e9,True,[36],"MULTIPOLYGON Z (((-36.551 14.34 3.728, -37.576 14.321 3.728, -37.576 14.321 5.85, -36.551 14.34 5.85, -36.551 14.34 3.728)))",
128,107,window,106,fcdd63da-27bb-40c6-b99b-a43e4dd8a89b,True,[],"MULTIPOLYGON Z (((-31.713 6.727 4.53, -31.713 6.727 5.865, -38.622 6.625 5.865, -38.622 6.625 4.53, -31.713 6.727 4.53)))",LayeredConstr_id_0106
129,110,room,0,d7f3f3e8-4f72-4f2c-91f7-09d6246e354d,,[],,
130,111,external,110,df114c5f-c864-41a7-847d-dd067f2543e6,False,[],"MULTIPOLYGON Z (((-57.161 13.497 6.657, -60.628 13.435 6.657, -60.628 13.435 3.052, -57.161 13.497 3.052, -57.161 13.497 6.657)))",LayeredConstr_id_0115
130,111,external,110,df114c5f-c864-41a7-847d-dd067f2543e6,False,[],"MULTIPOLYGON Z (((-57.161 13.497 6.657, -60.628 13.435 6.657, -60.628 13.435 3.052, -57.161 13.497 3.052, -57.161 13.497 6.657)))",LayeredConstr_id_0115
131,111,external,110,df114c5f-c864-41a7-847d-dd067f2543e6,True,[],"MULTIPOLYGON Z (((-58.65600477137123 13.470269156117238 6.65700000370997, -58.656005477064895 13.470308964750306 3.768000004258681, -60.395990498014875 13.439463986912926 3.76799999261175, -60.39598979232121 13.43942417827986 6.65699999206304, -60.62800551669686 13.435311200414846 6.657000004289497, -60.62800639728726 13.435360875085047 3.0520000049741984, -57.160996828231426 13.496821078496371 3.051999997533798, -57.16099594764103 13.49677140382617 6.6569999968490965, -58.65600477137123 13.470269156117238 6.65700000370997)))",LayeredConstr_id_0115
131,111,external,110,df114c5f-c864-41a7-847d-dd067f2543e6,True,[],"MULTIPOLYGON Z (((-58.65600477137123 13.470269156117238 6.65700000370997, -58.656005477064895 13.470308964750306 3.768000004258681, -60.395990498014875 13.439463986912926 3.76799999261175, -60.39598979232121 13.43942417827986 6.65699999206304, -60.62800551669686 13.435311200414846 6.657000004289497, -60.62800639728726 13.435360875085047 3.0520000049741984, -57.160996828231426 13.496821078496371 3.051999997533798, -57.16099594764103 13.49677140382617 6.6569999968490965, -58.65600477137123 13.470269156117238 6.65700000370997)))",LayeredConstr_id_0115
132,113,external,110,d00daa7a-5d74-4041-a41f-411965dbf48b,False,[],"MULTIPOLYGON Z (((-60.628 13.435 6.657, -60.675 16.641 6.657, -60.675 16.641 3.052, -60.628 13.435 3.052, -60.628 13.435 6.657)))",LayeredConstr_id_0118
133,114,party_wall,110,f07b6f50-a65e-423f-bf65-f21133bcff11,False,[70],"MULTIPOLYGON Z (((-60.675 16.641 3.052, -60.675 16.641 6.657, -57.123 16.708 6.657, -57.123 16.708 3.052, -60.675 16.641 3.052)))",LayeredConstr_id_0009
134,115,party_wall,110,07168e47-0742-47ea-8831-ca3a7e3671d4,False,[68],"MULTIPOLYGON Z (((-57.123 16.708 6.657, -57.087 13.498 6.657, -57.087 13.498 3.052, -57.123 16.708 3.052, -57.123 16.708 6.657)))",LayeredConstr_id_0012
135,115,party_wall_with_hole,110,07168e47-0742-47ea-8831-ca3a7e3671d4,True,[68],"MULTIPOLYGON Z (((-57.087 13.498 6.657, -57.087 13.498 3.052, -57.123 16.708 3.052, -57.123 16.708 6.657, -57.087 13.498 6.657), (-57.09293271874269 14.027000754556155 3.786, -57.10171405465641 14.810003206863668 3.786, -57.10171405465641 14.810003206863668 5.862, -57.09293271874269 14.027000754556155 5.862, -57.09293271874269 14.027000754556155 3.786)))",LayeredConstr_id_0012
136,117,external,110,edeeb9e5-bbe4-4857-811d-930e22b9d1c0,False,[],"MULTIPOLYGON Z (((-57.087 13.498 3.052, -57.087 13.498 6.657, -57.161 13.497 6.657, -57.161 13.497 3.052, -57.087 13.498 3.052)))",LayeredConstr_id_0115
137,119,ceiling,110,2c426560-9a8c-4e2c-b770-6bf877b6764a,False,[],"MULTIPOLYGON Z (((-57.161 13.497 6.657, -57.087 13.498 6.657, -57.123 16.708 6.657, -60.675 16.641 6.657, -60.628 13.435 6.657, -57.161 13.497 6.657)))",LayeredConstr_id_0108
138,118,floor,110,daf42d80-39a8-48d2-ae9f-fe5aa2ca0d8a,False,[],"MULTIPOLYGON Z (((-57.161 13.497 3.052, -60.628 13.435 3.052, -60.675 16.641 3.052, -57.123 16.708 3.052, -57.087 13.498 3.052, -57.161 13.497 3.052)))",LayeredConstr_id_0109
139,112,window,111,b7a50401-0cbf-4c4f-ae43-989d007fb9e4,True,[],"MULTIPOLYGON Z (((-58.656 13.47 3.768, -58.656 13.47 6.657, -60.396 13.44 6.657, -60.396 13.44 3.768, -58.656 13.47 3.768)))",LayeredConstr_id_0106
140,116,door,115,450f542e-935a-46b4-8f0d-6c355ece1817,True,[69],"MULTIPOLYGON Z (((-57.102 14.81 3.786, -57.102 14.81 5.862, -57.093 14.027 5.862, -57.093 14.027 3.786, -57.102 14.81 3.786)))",
141,120,room,0,7bbf508c-807e-47f0-bd38-5f80f6f82924,,[],,
142,121,party_wall,120,6fcaf2c1-d67c-4cbe-b960-ba3a508dab55,False,[45],"MULTIPOLYGON Z (((-51.518 16.451 3.052, -51.518 16.451 6.657, -53.428 16.426 6.657, -53.428 16.426 3.052, -51.518 16.451 3.052)))",LayeredConstr_id_0014
143,122,party_wall,120,890fdf75-89f5-416d-a809-7f8975690bef,False,[78],"MULTIPOLYGON Z (((-53.428 16.426 3.052, -53.428 16.426 6.657, -53.47 18.173 6.657, -53.47 18.173 3.052, -53.428 16.426 3.052)))",LayeredConstr_id_0013
144,123,party_wall,120,e44c71f4-d75f-4a3a-9a28-adfec9a9d4de,False,[151],"MULTIPOLYGON Z (((-53.47 18.173 3.052, -53.47 18.173 6.657, -51.564 18.196 6.657, -51.564 18.196 3.052, -53.47 18.173 3.052)))",LayeredConstr_id_0008
145,124,party_wall,120,c93b5c8a-983c-4e5d-a71b-1aa9bcba2110,False,[165],"MULTIPOLYGON Z (((-51.564 18.196 3.052, -51.564 18.196 6.657, -51.548 17.568 6.657, -51.548 17.568 3.052, -51.564 18.196 3.052)))",LayeredConstr_id_0010
146,125,party_wall,120,c41496e5-1621-4391-804a-602bad407129,False,[130],"MULTIPOLYGON Z (((-51.548 17.568 3.052, -51.548 17.568 6.657, -51.518 16.451 6.657, -51.518 16.451 3.052, -51.548 17.568 3.052)))",LayeredConstr_id_0010
147,127,ceiling,120,f379d9f5-5656-4c9a-a0cb-773828377d07,False,[],"MULTIPOLYGON Z (((-51.518 16.451 6.657, -51.548 17.568 6.657, -51.564 18.196 6.657, -53.47 18.173 6.657, -53.428 16.426 6.657, -51.518 16.451 6.657)))",LayeredConstr_id_0108
148,126,floor,120,797e9e4f-2f1d-4121-b7b8-9312820f3426,False,[],"MULTIPOLYGON Z (((-51.518 16.451 3.052, -53.428 16.426 3.052, -53.47 18.173 3.052, -51.564 18.196 3.052, -51.548 17.568 3.052, -51.518 16.451 3.052)))",LayeredConstr_id_0109
149,128,room,0,fa18b157-312b-4a00-8280-1893b351a05a,,[],,
150,129,party_wall,128,237efcec-ae47-4009-83fc-380711f232b6,False,[46],"MULTIPOLYGON Z (((-49.866 16.472 3.052, -49.866 16.472 6.657, -51.518 16.451 6.657, -51.518 16.451 3.052, -49.866 16.472 3.052)))",LayeredConstr_id_0014
151,130,party_wall,128,24106d99-6cad-4a13-969d-4a9e3f2f620b,False,[125],"MULTIPOLYGON Z (((-51.518 16.451 3.052, -51.518 16.451 6.657, -51.548 17.568 6.657, -51.548 17.568 3.052, -51.518 16.451 3.052)))",LayeredConstr_id_0010
152,131,party_wall,128,67e2490e-cc35-42f3-87d1-0bbd05e4ddd0,False,[169],"MULTIPOLYGON Z (((-51.548 17.568 3.052, -51.548 17.568 6.657, -49.879 17.584 6.657, -49.879 17.584 3.052, -51.548 17.568 3.052)))",LayeredConstr_id_0010
153,132,party_wall,128,1eccff37-6aae-451d-b893-bed8e9f5ab31,False,[137],"MULTIPOLYGON Z (((-49.879 17.584 3.052, -49.879 17.584 6.657, -49.866 16.472 6.657, -49.866 16.472 3.052, -49.879 17.584 3.052)))",LayeredConstr_id_0009
154,134,ceiling,128,8ee8dde8-3d8b-4038-bb60-97d638da47c0,False,[],"MULTIPOLYGON Z (((-49.866 16.472 6.657, -49.879 17.584 6.657, -51.548 17.568 6.657, -51.518 16.451 6.657, -49.866 16.472 6.657)))",LayeredConstr_id_0108
155,133,floor,128,f51f6b44-91bb-452e-8693-71756c613d76,False,[],"MULTIPOLYGON Z (((-49.866 16.472 3.052, -51.518 16.451 3.052, -51.548 17.568 3.052, -49.879 17.584 3.052, -49.866 16.472 3.052)))",LayeredConstr_id_0109
156,135,room,0,75d597e4-b884-447e-863b-b948ebd9df7d,,[],,
157,136,party_wall,135,e2fd04ed-e3c4-4d51-acc0-72bedbc125b6,False,[47],"MULTIPOLYGON Z (((-48.208 16.494 3.052, -48.208 16.494 6.657, -49.866 16.472 6.657, -49.866 16.472 3.052, -48.208 16.494 3.052)))",LayeredConstr_id_0014
158,137,party_wall,135,c089fdb2-281a-4420-9203-9e62fc2bcee0,False,[132],"MULTIPOLYGON Z (((-49.866 16.472 3.052, -49.866 16.472 6.657, -49.879 17.584 6.657, -49.879 17.584 3.052, -49.866 16.472 3.052)))",LayeredConstr_id_0009
159,138,party_wall,135,45dc6fdb-ed02-45e0-9a2e-3c29f892fffc,False,[168],"MULTIPOLYGON Z (((-49.879 17.584 3.052, -49.879 17.584 6.657, -49.892 18.724 6.657, -49.892 18.724 3.052, -49.879 17.584 3.052)))",LayeredConstr_id_0009
160,139,party_wall,135,6eab5bc8-e110-4954-8170-f6032b4a6670,False,[219],"MULTIPOLYGON Z (((-49.892 18.724 3.052, -49.892 18.724 6.657, -49.906 19.893 6.657, -49.906 19.893 3.052, -49.892 18.724 3.052)))",LayeredConstr_id_0009
161,140,party_wall,135,2d43add5-df57-49be-b3fb-ea78d200fe89,False,[158],"MULTIPOLYGON Z (((-49.906 19.893 3.052, -49.906 19.893 6.657, -49.474 19.9 6.657, -49.474 19.9 3.052, -49.906 19.893 3.052)))",LayeredConstr_id_0012
162,141,party_wall,135,532e9dd3-1c01-4922-ab16-d1964ad02460,False,[49],"MULTIPOLYGON Z (((-49.474 19.9 3.052, -49.474 19.9 6.657, -48.271 19.919 6.657, -48.271 19.919 3.052, -49.474 19.9 3.052)))",LayeredConstr_id_0012
163,142,party_wall,135,0b05e063-348c-4e5f-ab9a-fd469ec99233,False,[48],"MULTIPOLYGON Z (((-48.271 19.919 3.052, -48.271 19.919 6.657, -48.208 16.494 6.657, -48.208 16.494 3.052, -48.271 19.919 3.052)))",LayeredConstr_id_0012
164,144,ceiling,135,4e311d2d-0076-4370-9fdf-d57f8d1540fa,False,[],"MULTIPOLYGON Z (((-48.208 16.494 6.657, -48.271 19.919 6.657, -49.474 19.9 6.657, -49.906 19.893 6.657, -49.892 18.724 6.657, -49.879 17.584 6.657, -49.866 16.472 6.657, -48.208 16.494 6.657)))",LayeredConstr_id_0108
165,143,floor,135,8eb5aad0-fce5-4dcc-9ab6-169b76a4f0b4,False,[],"MULTIPOLYGON Z (((-48.208 16.494 3.052, -49.866 16.472 3.052, -49.879 17.584 3.052, -49.892 18.724 3.052, -49.906 19.893 3.052, -49.474 19.9 3.052, -48.271 19.919 3.052, -48.208 16.494 3.052)))",LayeredConstr_id_0109
166,145,room,0,aedbb2e5-e997-4b0e-b692-bd28b050233e,,[],,
167,146,party_wall,145,8bf0b8f0-f9dd-4204-993a-a71ce8c9566b,False,[77],"MULTIPOLYGON Z (((-53.47 18.173 6.657, -53.511 19.836 6.657, -53.511 19.836 3.052, -53.47 18.173 3.052, -53.47 18.173 6.657)))",LayeredConstr_id_0013
168,147,party_wall,145,8a64f779-f5ea-4d12-b500-fe520580d9aa,False,[160],"MULTIPOLYGON Z (((-53.511 19.836 6.657, -51.608 19.866 6.657, -51.608 19.866 3.052, -53.511 19.836 3.052, -53.511 19.836 6.657)))",LayeredConstr_id_0012
169,147,party_wall_with_hole,145,8a64f779-f5ea-4d12-b500-fe520580d9aa,True,[160],"MULTIPOLYGON Z (((-51.608 19.866 6.657, -51.608 19.866 3.052, -53.511 19.836 3.052, -53.511 19.836 6.657, -51.608 19.866 6.657), (-52.39399383818443 19.85360913549893 6.047, -52.39399383818443 19.85360913549893 3.694, -53.354991477811524 19.838459409177958 3.694, -53.354991477811524 19.838459409177958 6.047, -52.39399383818443 19.85360913549893 6.047)))",LayeredConstr_id_0012
170,149,party_wall,145,1235a2d2-27c7-422f-af0d-f084d2d89881,False,[217],"MULTIPOLYGON Z (((-51.608 19.866 3.052, -51.608 19.866 6.657, -51.577 18.699 6.657, -51.577 18.699 3.052, -51.608 19.866 3.052)))",LayeredConstr_id_0010
171,150,party_wall,145,3538631d-0c85-4d3f-a298-5864f4c81e47,False,[166],"MULTIPOLYGON Z (((-51.577 18.699 3.052, -51.577 18.699 6.657, -51.564 18.196 6.657, -51.564 18.196 3.052, -51.577 18.699 3.052)))",LayeredConstr_id_0010
172,151,party_wall,145,f9f42b2a-6980-4a68-86f2-ae0bb0092f27,False,[123],"MULTIPOLYGON Z (((-51.564 18.196 3.052, -51.564 18.196 6.657, -53.47 18.173 6.657, -53.47 18.173 3.052, -51.564 18.196 3.052)))",LayeredConstr_id_0008
173,153,ceiling,145,0ec54e2a-29ed-4a41-83b8-99626354ca33,False,[],"MULTIPOLYGON Z (((-53.47 18.173 6.657, -51.564 18.196 6.657, -51.577 18.699 6.657, -51.608 19.866 6.657, -53.511 19.836 6.657, -53.47 18.173 6.657)))",LayeredConstr_id_0108
174,152,floor,145,9e89b48c-132d-421e-a7c1-2a3cf96cba29,False,[],"MULTIPOLYGON Z (((-53.47 18.173 3.052, -53.511 19.836 3.052, -51.608 19.866 3.052, -51.577 18.699 3.052, -51.564 18.196 3.052, -53.47 18.173 3.052)))",LayeredConstr_id_0109
175,148,door,147,4b5f7366-8506-4557-8f4f-0f29dbadcee1,True,[161],"MULTIPOLYGON Z (((-52.394 19.854 3.694, -53.355 19.839 3.694, -53.355 19.839 6.047, -52.394 19.854 6.047, -52.394 19.854 3.694)))",
176,154,room,0,8793f5c0-8d5d-4f6e-8b8c-fa956b4df79e,,[],,
177,155,party_wall,154,8699a3e4-39c6-41fb-8317-57c560a0a50e,False,[76],"MULTIPOLYGON Z (((-53.511 19.836 3.052, -53.511 19.836 6.657, -53.567 22.172 6.657, -53.567 22.172 3.052, -53.511 19.836 3.052)))",LayeredConstr_id_0013
178,156,party_wall,154,5b1b3f7d-7716-47c1-b1c7-a91cf53b4151,False,[56],"MULTIPOLYGON Z (((-53.567 22.172 3.052, -53.567 22.172 6.657, -49.506 22.23 6.657, -49.506 22.23 3.052, -53.567 22.172 3.052)))",LayeredConstr_id_0014
179,157,party_wall,154,b9f5a9ad-790b-4d62-9f7a-9d7f816687fc,False,[50],"MULTIPOLYGON Z (((-49.506 22.23 3.052, -49.506 22.23 6.657, -49.474 19.9 6.657, -49.474 19.9 3.052, -49.506 22.23 3.052)))",LayeredConstr_id_0011
180,158,party_wall,154,ca3b8f20-9eec-4b57-bffb-2ec72ada9ddd,False,[140],"MULTIPOLYGON Z (((-49.474 19.9 3.052, -49.474 19.9 6.657, -49.906 19.893 6.657, -49.906 19.893 3.052, -49.474 19.9 3.052)))",LayeredConstr_id_0012
181,159,party_wall,154,a4650b9d-cf91-4075-be6c-f33eb6abc7fb,False,[218],"MULTIPOLYGON Z (((-49.906 19.893 3.052, -49.906 19.893 6.657, -51.608 19.866 6.657, -51.608 19.866 3.052, -49.906 19.893 3.052)))",LayeredConstr_id_0012
182,160,party_wall,154,d0140340-d336-47f6-9c25-0a9f838ab071,False,[147],"MULTIPOLYGON Z (((-51.608 19.866 6.657, -53.511 19.836 6.657, -53.511 19.836 3.052, -51.608 19.866 3.052, -51.608 19.866 6.657)))",LayeredConstr_id_0012
183,160,party_wall_with_hole,154,d0140340-d336-47f6-9c25-0a9f838ab071,True,[147],"MULTIPOLYGON Z (((-53.511 19.836 6.657, -51.608 19.866 6.657, -51.608 19.866 3.052, -53.511 19.836 3.052, -53.511 19.836 6.657), (-53.354991477811524 19.838459409177958 3.694, -53.354991477811524 19.838459409177958 6.047, -52.39399383818443 19.85360913549893 6.047, -52.39399383818443 19.85360913549893 3.694, -53.354991477811524 19.838459409177958 3.694)))",LayeredConstr_id_0012
184,163,ceiling,154,cc8ad739-abc1-4123-907e-c9139d70fe25,False,[],"MULTIPOLYGON Z (((-53.511 19.836 6.657, -51.608 19.866 6.657, -49.906 19.893 6.657, -49.474 19.9 6.657, -49.506 22.23 6.657, -53.567 22.172 6.657, -53.511 19.836 6.657)))",LayeredConstr_id_0108
185,162,floor,154,10b0812e-dae5-4b75-a154-9595130deb88,False,[],"MULTIPOLYGON Z (((-53.511 19.836 3.052, -53.567 22.172 3.052, -49.506 22.23 3.052, -49.474 19.9 3.052, -49.906 19.893 3.052, -51.608 19.866 3.052, -53.511 19.836 3.052)))",LayeredConstr_id_0109
186,161,door,160,c1a1b66b-886b-4e14-962c-56df728b2c58,True,[148],"MULTIPOLYGON Z (((-52.394 19.854 3.694, -52.394 19.854 6.047, -53.355 19.839 6.047, -53.355 19.839 3.694, -52.394 19.854 3.694)))",
187,164,room,0,356ef79c-52a4-49f9-b5db-567110af16f0,,[],,
188,165,party_wall,164,0e57d3ed-b279-4d9c-b245-bca5967e135e,False,[124],"MULTIPOLYGON Z (((-51.548 17.568 3.052, -51.548 17.568 6.657, -51.564 18.196 6.657, -51.564 18.196 3.052, -51.548 17.568 3.052)))",LayeredConstr_id_0010
189,166,party_wall,164,6dfdeb70-6ff6-429d-af02-7aea166a7310,False,[150],"MULTIPOLYGON Z (((-51.564 18.196 3.052, -51.564 18.196 6.657, -51.577 18.699 6.657, -51.577 18.699 3.052, -51.564 18.196 3.052)))",LayeredConstr_id_0010
190,167,party_wall,164,f1737f94-5730-4da0-a79b-70ea91f83a5b,False,[216],"MULTIPOLYGON Z (((-51.577 18.699 3.052, -51.577 18.699 6.657, -49.892 18.724 6.657, -49.892 18.724 3.052, -51.577 18.699 3.052)))",LayeredConstr_id_0010
191,168,party_wall,164,7eda03d2-8fac-4b80-9965-25ff7ad0693a,False,[138],"MULTIPOLYGON Z (((-49.892 18.724 3.052, -49.892 18.724 6.657, -49.879 17.584 6.657, -49.879 17.584 3.052, -49.892 18.724 3.052)))",LayeredConstr_id_0009
192,169,party_wall,164,f56b4ddb-a625-4626-a6de-4227fae5d669,False,[131],"MULTIPOLYGON Z (((-49.879 17.584 3.052, -49.879 17.584 6.657, -51.548 17.568 6.657, -51.548 17.568 3.052, -49.879 17.584 3.052)))",LayeredConstr_id_0010
193,171,ceiling,164,b2adf843-a5c4-4033-a66d-452f9833a17b,False,[],"MULTIPOLYGON Z (((-51.548 17.568 6.657, -49.879 17.584 6.657, -49.892 18.724 6.657, -51.577 18.699 6.657, -51.564 18.196 6.657, -51.548 17.568 6.657)))",LayeredConstr_id_0108
194,170,floor,164,0e398856-6e04-4270-a287-573c19e6c518,False,[],"MULTIPOLYGON Z (((-51.548 17.568 3.052, -51.564 18.196 3.052, -51.577 18.699 3.052, -49.892 18.724 3.052, -49.879 17.584 3.052, -51.548 17.568 3.052)))",LayeredConstr_id_0109
195,172,room,0,530d6791-5810-44b1-99a0-7252502e0133,,[],,
196,173,party_wall,172,ad4fce0a-ed24-472f-8a09-89e88fe437ea,False,[29],"MULTIPOLYGON Z (((-36.994 20.076 3.052, -36.994 20.076 6.657, -35.127 20.106 6.657, -35.127 20.106 3.052, -36.994 20.076 3.052)))",LayeredConstr_id_0012
197,174,party_wall,172,ffe1425a-106c-441e-84af-abe43b1e4187,False,[186],"MULTIPOLYGON Z (((-35.127 20.106 3.052, -35.127 20.106 6.657, -35.122 18.987 6.657, -35.122 18.987 3.052, -35.127 20.106 3.052)))",LayeredConstr_id_0008
198,175,party_wall,172,0cb0edb5-0cbe-4c21-a064-7b93da55e7b3,False,[199],"MULTIPOLYGON Z (((-35.122 18.987 3.052, -35.122 18.987 6.657, -35.625 18.975 6.657, -35.625 18.975 3.052, -35.122 18.987 3.052)))",LayeredConstr_id_0008
199,176,party_wall,172,f8c7450a-1788-41bd-b512-eeb26ed57e8e,False,[204],"MULTIPOLYGON Z (((-35.625 18.975 6.657, -35.589 16.664 6.657, -35.589 16.664 3.052, -35.625 18.975 3.052, -35.625 18.975 6.657)))",LayeredConstr_id_0008
200,176,party_wall_with_hole,172,f8c7450a-1788-41bd-b512-eeb26ed57e8e,True,[204],"MULTIPOLYGON Z (((-35.589 16.664 6.657, -35.589 16.664 3.052, -35.625 18.975 3.052, -35.625 18.975 6.657, -35.589 16.664 6.657), (-35.6078801675472 17.876001866710645 6.649, -35.6078801675472 17.876001866710645 3.727, -35.62356695925902 18.883006745766625 3.727, -35.62356695925902 18.883006745766625 6.649, -35.6078801675472 17.876001866710645 6.649)))",LayeredConstr_id_0008
201,178,party_wall,172,060a4193-4ffa-4aff-99f4-aa8620a2446c,False,[31],"MULTIPOLYGON Z (((-35.589 16.664 3.052, -35.589 16.664 6.657, -36.957 16.644 6.657, -36.957 16.644 3.052, -35.589 16.664 3.052)))",LayeredConstr_id_0012
202,179,party_wall,172,cf0c10fa-254e-4e2f-842e-fa709b9e10fc,False,[30],"MULTIPOLYGON Z (((-36.957 16.644 3.052, -36.957 16.644 6.657, -36.994 20.076 6.657, -36.994 20.076 3.052, -36.957 16.644 3.052)))",LayeredConstr_id_0012
203,181,ceiling,172,a04ee578-b4cc-445e-93a7-c69848514049,False,[],"MULTIPOLYGON Z (((-36.994 20.076 6.657, -36.957 16.644 6.657, -35.589 16.664 6.657, -35.625 18.975 6.657, -35.122 18.987 6.657, -35.127 20.106 6.657, -36.994 20.076 6.657)))",LayeredConstr_id_0108
204,180,floor,172,74977ff0-136e-4a48-b0ca-4b47b14606d9,False,[],"MULTIPOLYGON Z (((-36.994 20.076 3.052, -35.127 20.106 3.052, -35.122 18.987 3.052, -35.625 18.975 3.052, -35.589 16.664 3.052, -36.957 16.644 3.052, -36.994 20.076 3.052)))",LayeredConstr_id_0109
205,177,door,176,892ada9b-b55b-404e-a896-6c2795a811d4,True,[205],"MULTIPOLYGON Z (((-35.608 17.876 3.727, -35.624 18.883 3.727, -35.624 18.883 6.649, -35.608 17.876 6.649, -35.608 17.876 3.727)))",
206,182,room,0,d7b6aaa5-0b41-4cee-8bbe-023e90348ed5,,[],,
207,183,party_wall,182,35a99475-1555-4d56-bc5b-88a32bc0427f,False,[28],"MULTIPOLYGON Z (((-35.127 20.106 3.052, -35.127 20.106 6.657, -33.68 20.129 6.657, -33.68 20.129 3.052, -35.127 20.106 3.052)))",LayeredConstr_id_0012
208,184,party_wall,182,2cae8376-ce64-4461-a642-5981968dcc12,False,[195],"MULTIPOLYGON Z (((-33.68 20.129 3.052, -33.68 20.129 6.657, -33.66 19.021 6.657, -33.66 19.021 3.052, -33.68 20.129 3.052)))",LayeredConstr_id_0010
209,185,party_wall,182,e8662c1d-b400-444d-8e3a-6eb6156ad0f2,False,[200],"MULTIPOLYGON Z (((-33.66 19.021 3.052, -33.66 19.021 6.657, -35.122 18.987 6.657, -35.122 18.987 3.052, -33.66 19.021 3.052)))",LayeredConstr_id_0008
210,186,party_wall,182,a5c94e04-4dcc-4334-a4e5-48ea60fc88af,False,[174],"MULTIPOLYGON Z (((-35.122 18.987 3.052, -35.122 18.987 6.657, -35.127 20.106 6.657, -35.127 20.106 3.052, -35.122 18.987 3.052)))",LayeredConstr_id_0008
211,188,ceiling,182,2b8ad21b-d74c-4702-af87-f6af512aa22b,False,[],"MULTIPOLYGON Z (((-35.127 20.106 6.657, -35.122 18.987 6.657, -33.66 19.021 6.657, -33.68 20.129 6.657, -35.127 20.106 6.657)))",LayeredConstr_id_0108
212,187,floor,182,4509fd4f-e37b-4d90-b14e-73f2efe4fd72,False,[],"MULTIPOLYGON Z (((-35.127 20.106 3.052, -33.68 20.129 3.052, -33.66 19.021 3.052, -35.122 18.987 3.052, -35.127 20.106 3.052)))",LayeredConstr_id_0109
213,189,room,0,af7cc0e7-b116-4346-a9f9-87bbf0c708be,,[],,
214,190,party_wall,189,eb303db1-2ae1-4349-9d50-902681ac7576,False,[26],"MULTIPOLYGON Z (((-33.68 20.129 6.657, -31.725 20.16 6.657, -31.725 20.16 3.052, -33.68 20.129 3.052, -33.68 20.129 6.657)))",LayeredConstr_id_0012
215,190,party_wall_with_hole,189,eb303db1-2ae1-4349-9d50-902681ac7576,True,[26],"MULTIPOLYGON Z (((-31.725 20.16 6.657, -33.68 20.129 6.657, -33.68 20.129 3.052, -31.725 20.16 3.052, -31.725 20.16 6.657), (-31.925997032162815 20.15681283478412 5.823, -32.79000178394585 20.143112503681678 5.823, -32.79000178394585 20.143112503681678 3.081, -31.925997032162815 20.15681283478412 3.081, -31.925997032162815 20.15681283478412 5.823)))",LayeredConstr_id_0012
216,192,external,189,9812ecfc-2149-4f60-9430-2f4f05da6f4e,False,[],"MULTIPOLYGON Z (((-31.725 20.16 6.657, -31.706 18.482 6.657, -31.706 18.482 3.052, -31.725 20.16 3.052, -31.725 20.16 6.657)))",LayeredConstr_id_0112
217,193,party_wall,189,8919303f-9436-4dc9-850b-344033c60684,False,[210],"MULTIPOLYGON Z (((-31.706 18.482 3.052, -31.706 18.482 6.657, -33.649 18.468 6.657, -33.649 18.468 3.052, -31.706 18.482 3.052)))",LayeredConstr_id_0008
218,194,party_wall,189,561b6b7f-2d37-4992-b3f7-ef4298f73311,False,[201],"MULTIPOLYGON Z (((-33.649 18.468 3.052, -33.649 18.468 6.657, -33.66 19.021 6.657, -33.66 19.021 3.052, -33.649 18.468 3.052)))",LayeredConstr_id_0010
