csv_line_id,element_id,thematic_surface,parent_id,element_gml_id,has_holes,related_to,geometry_wkt,construction_gmlid
219,195,party_wall,189,b7b28abb-0ee6-4073-babe-2889f728e950,False,[184],"MULTIPOLYGON Z (((-33.66 19.021 3.052, -33.66 19.021 6.657, -33.68 20.129 6.657, -33.68 20.129 3.052, -33.66 19.021 3.052)))",LayeredConstr_id_0010
220,197,ceiling,189,2d6d3ffe-b3b6-420f-9b32-47a76361f305,False,[],"MULTIPOLYGON Z (((-33.68 20.129 6.657, -33.66 19.021 6.657, -33.649 18.468 6.657, -31.706 18.482 6.657, -31.725 20.16 6.657, -33.68 20.129 6.657)))",LayeredConstr_id_0108
221,196,floor,189,52f554d8-cadf-47b2-89c3-1a7d44057abd,False,[],"MULTIPOLYGON Z (((-33.68 20.129 3.052, -31.725 20.16 3.052, -31.706 18.482 3.052, -33.649 18.468 3.052, -33.66 19.021 3.052, -33.68 20.129 3.052)))",LayeredConstr_id_0109
222,191,door,190,6c26aced-0493-4513-b9f5-7248a8a8049c,True,[27],"MULTIPOLYGON Z (((-31.926 20.157 3.081, -32.79 20.143 3.081, -32.79 20.143 5.823, -31.926 20.157 5.823, -31.926 20.157 3.081)))",
223,198,room,0,4efd6b0c-dcbb-4720-8160-8cb5816a9df2,,[],,
224,199,party_wall,198,5577a8a3-53ea-494f-888c-b01d8dfc1e4a,False,[175],"MULTIPOLYGON Z (((-35.625 18.975 3.052, -35.625 18.975 6.657, -35.122 18.987 6.657, -35.122 18.987 3.052, -35.625 18.975 3.052)))",LayeredConstr_id_0008
225,200,party_wall,198,0b01ee1e-71fa-4dcb-8c2d-7a378ef7b9b1,False,[185],"MULTIPOLYGON Z (((-35.122 18.987 3.052, -35.122 18.987 6.657, -33.66 19.021 6.657, -33.66 19.021 3.052, -35.122 18.987 3.052)))",LayeredConstr_id_0008
226,201,party_wall,198,0335dd81-13ef-41d2-b170-424844637443,False,[194],"MULTIPOLYGON Z (((-33.66 19.021 3.052, -33.66 19.021 6.657, -33.649 18.468 6.657, -33.649 18.468 3.052, -33.66 19.021 3.052)))",LayeredConstr_id_0010
227,202,party_wall,198,4da0e6fb-9377-4dbd-8fc0-2db1242950c4,False,[209],"MULTIPOLYGON Z (((-33.649 18.468 3.052, -33.649 18.468 6.657, -33.617 16.692 6.657, -33.617 16.692 3.052, -33.649 18.468 3.052)))",LayeredConstr_id_0010
228,203,party_wall,198,49e816b5-1288-46f8-8a10-a8ee01ae44f0,False,[32],"MULTIPOLYGON Z (((-33.617 16.692 3.052, -33.617 16.692 6.657, -35.589 16.664 6.657, -35.589 16.664 3.052, -33.617 16.692 3.052)))",LayeredConstr_id_0012
229,204,party_wall,198,28291392-e5da-40fe-ade2-49e27e6ad486,False,[176],"MULTIPOLYGON Z (((-35.589 16.664 6.657, -35.625 18.975 6.657, -35.625 18.975 3.052, -35.589 16.664 3.052, -35.589 16.664 6.657)))",LayeredConstr_id_0008
230,204,party_wall_with_hole,198,28291392-e5da-40fe-ade2-49e27e6ad486,True,[176],"MULTIPOLYGON Z (((-35.625 18.975 6.657, -35.625 18.975 3.052, -35.589 16.664 3.052, -35.589 16.664 6.657, -35.625 18.975 6.657), (-35.62356695925902 18.883006745766625 3.727, -35.6078801675472 17.876001866710645 3.727, -35.6078801675472 17.876001866710645 6.649, -35.62356695925902 18.883006745766625 6.649, -35.62356695925902 18.883006745766625 3.727)))",LayeredConstr_id_0008
231,207,ceiling,198,1a582f1e-0bed-426a-b3f5-38be5b010705,False,[],"MULTIPOLYGON Z (((-35.625 18.975 6.657, -35.589 16.664 6.657, -33.617 16.692 6.657, -33.649 18.468 6.657, -33.66 19.021 6.657, -35.122 18.987 6.657, -35.625 18.975 6.657)))",LayeredConstr_id_0108
232,206,floor,198,8214cf63-0741-4158-9fe4-d8ab12e12d0b,False,[],"MULTIPOLYGON Z (((-35.625 18.975 3.052, -35.122 18.987 3.052, -33.66 19.021 3.052, -33.649 18.468 3.052, -33.617 16.692 3.052, -35.589 16.664 3.052, -35.625 18.975 3.052)))",LayeredConstr_id_0109
233,205,door,204,addbf21d-a6e4-4ecc-90d5-80d35530994a,True,[177],"MULTIPOLYGON Z (((-35.608 17.876 3.727, -35.608 17.876 6.649, -35.624 18.883 6.649, -35.624 18.883 3.727, -35.608 17.876 3.727)))",
234,208,room,0,711f10ba-190a-4d62-900a-8870805c1908,,[],,
235,209,party_wall,208,c9c8d43a-6b95-4cc9-ac19-6562503501a4,False,[202],"MULTIPOLYGON Z (((-33.617 16.692 3.052, -33.617 16.692 6.657, -33.649 18.468 6.657, -33.649 18.468 3.052, -33.617 16.692 3.052)))",LayeredConstr_id_0010
236,210,party_wall,208,66d862b2-bf96-4a6e-b086-b50565eebce8,False,[193],"MULTIPOLYGON Z (((-33.649 18.468 3.052, -33.649 18.468 6.657, -31.706 18.482 6.657, -31.706 18.482 3.052, -33.649 18.468 3.052)))",LayeredConstr_id_0008
237,211,external,208,90fee619-7962-44a6-a926-3367ce4ae1f6,False,[],"MULTIPOLYGON Z (((-31.706 18.482 3.052, -31.706 18.482 6.657, -31.686 16.72 6.657, -31.686 16.72 3.052, -31.706 18.482 3.052)))",LayeredConstr_id_0112
238,212,party_wall,208,46c84c72-8369-4201-b0b2-007858217e6b,False,[33],"MULTIPOLYGON Z (((-31.686 16.72 3.052, -31.686 16.72 6.657, -33.617 16.692 6.657, -33.617 16.692 3.052, -31.686 16.72 3.052)))",LayeredConstr_id_0012
239,214,ceiling,208,aceaea8e-5b7e-44e2-b9f3-92f0ea8a9361,False,[],"MULTIPOLYGON Z (((-33.617 16.692 6.657, -31.686 16.72 6.657, -31.706 18.482 6.657, -33.649 18.468 6.657, -33.617 16.692 6.657)))",LayeredConstr_id_0108
240,213,floor,208,5148ed61-a6c7-47a4-abfa-c0dbf6871bdd,False,[],"MULTIPOLYGON Z (((-33.617 16.692 3.052, -33.649 18.468 3.052, -31.706 18.482 3.052, -31.686 16.72 3.052, -33.617 16.692 3.052)))",LayeredConstr_id_0109
241,215,room,0,446d7e2e-7869-48cc-be3e-fee61882cee3,,[],,
242,216,party_wall,215,b0dfedc1-3d5d-4b77-9e46-1bfca53589c1,False,[167],"MULTIPOLYGON Z (((-49.892 18.724 3.052, -49.892 18.724 6.657, -51.577 18.699 6.657, -51.577 18.699 3.052, -49.892 18.724 3.052)))",LayeredConstr_id_0010
243,217,party_wall,215,1329faf5-4a1e-45f8-a671-6b9726e107cb,False,[149],"MULTIPOLYGON Z (((-51.577 18.699 3.052, -51.577 18.699 6.657, -51.608 19.866 6.657, -51.608 19.866 3.052, -51.577 18.699 3.052)))",LayeredConstr_id_0010
244,218,party_wall,215,c1b12027-7b18-4e0e-9e2a-e19be253d696,False,[159],"MULTIPOLYGON Z (((-51.608 19.866 3.052, -51.608 19.866 6.657, -49.906 19.893 6.657, -49.906 19.893 3.052, -51.608 19.866 3.052)))",LayeredConstr_id_0012
245,219,party_wall,215,e4dd1a46-e5f4-4df2-bf43-59619cd0b7c2,False,[139],"MULTIPOLYGON Z (((-49.906 19.893 3.052, -49.906 19.893 6.657, -49.892 18.724 6.657, -49.892 18.724 3.052, -49.906 19.893 3.052)))",LayeredConstr_id_0009
246,221,ceiling,215,ec95f706-8c04-4d57-aca3-496a06b73e46,False,[],"MULTIPOLYGON Z (((-49.892 18.724 6.657, -49.906 19.893 6.657, -51.608 19.866 6.657, -51.577 18.699 6.657, -49.892 18.724 6.657)))",LayeredConstr_id_0108
247,220,floor,215,90abd6fb-7133-4dbe-9992-e080f0bd36cd,False,[],"MULTIPOLYGON Z (((-49.892 18.724 3.052, -51.577 18.699 3.052, -51.608 19.866 3.052, -49.906 19.893 3.052, -49.892 18.724 3.052)))",LayeredConstr_id_0109
248,222,closure,20,155a7e35-158c-49c0-8177-8117aa45268c,False,[25],"MULTIPOLYGON Z (((-31.4923713726377 22.48750612821166 3.052, -31.714901037130858 20.15926043875734 3.052, -31.714901037130858 20.15926043875734 6.657, -31.4923713726377 22.48750612821166 6.657, -31.4923713726377 22.48750612821166 3.052)))",0
249,223,closure,65,84ffd1ad-76a5-4116-abbd-f0b3a9efc3a4,False,[67],"MULTIPOLYGON Z (((-57.08710118172747 13.508253134136622 3.052, -55.571928230711265 13.508154896233757 3.052, -55.571928230711265 13.508154896233757 6.657, -57.08710118172747 13.508253134136622 6.657, -57.08710118172747 13.508253134136622 3.052)))",0
250,224,closure,20,e4e215fb-e850-4f2c-88d1-ae563403190b,False,[34],"MULTIPOLYGON Z (((-31.42894749674336 14.433798243787257 3.052, -31.69593919258116 16.718765025547047 3.052, -31.69593919258116 16.718765025547047 6.657, -31.42894749674336 14.433798243787257 6.657, -31.42894749674336 14.433798243787257 3.052)))",0
